|id_entity|type|gender|occupation|generation|region
13399|urn:uuid:74ef4669-8eab-49d2-8ee2-592b2873188f|economist|male|scientist|1911-1931|Central Europe
13400|urn:uuid:b80bcc9b-5059-435b-bd70-e0985578c295|economist|male|politician|1871-1891|Central Europe
13401|urn:uuid:b80bcc9b-5059-435b-bd70-e0985578c295|economist|male|teacher|1871-1891|Central Europe
13402|urn:uuid:b80bcc9b-5059-435b-bd70-e0985578c295|economist|male|scientist|1871-1891|Central Europe
13406|urn:uuid:cf90e340-98f9-4b82-ac2a-933eb7c8cf75|jurist|male|politician|1871-1891|Central Europe
13407|urn:uuid:dce471fc-f858-4f6e-b216-7badfff38361|jurist|male|politician|1811-1831|Central Europe
13408|urn:uuid:8c8df551-39b3-49dc-afdd-60ce4ae0a9e6|jurist|male|other|1891-1911|Central Europe
13409|urn:uuid:c9ef92d3-c7ee-469d-946b-c4ec936b6185|jurist|male|politician|1851-1871|Central Europe
13410|urn:uuid:c9ef92d3-c7ee-469d-946b-c4ec936b6185|jurist|male|businessperson|1851-1871|Central Europe
13411|urn:uuid:53de4a3d-bb6c-4942-8647-f60ca6225838|jurist|male|politician|1871-1891|Central Europe
13412|urn:uuid:53de4a3d-bb6c-4942-8647-f60ca6225838|jurist|male|writer|1871-1891|Central Europe
13413|urn:uuid:53de4a3d-bb6c-4942-8647-f60ca6225838|jurist|male|scientist|1871-1891|Central Europe
13417|urn:uuid:df33d328-1e6a-4172-a660-8450ad989fa2|jurist|male|other|1891-1911|Central Europe
13418|urn:uuid:189cb4e1-f172-4240-a482-4a8945b179d9|jurist|male|politician|1871-1891|Central Europe
13419|urn:uuid:b7aa4d37-074d-4cb2-8385-d37fcd892357|jurist|male|writer|1811-1831|Central Europe
13420|urn:uuid:7782a708-6e38-4b6d-be62-a74993a73c95|jurist|male|scientist|1851-1871|Central Europe
13421|urn:uuid:7782a708-6e38-4b6d-be62-a74993a73c95|jurist|male|writer|1851-1871|Central Europe
13422|urn:uuid:cf3d496c-5b1b-4a2c-8b09-3a3602fea8f2|jurist|male|other|1871-1891|Central Europe
13423|urn:uuid:97498724-de34-438c-8504-103e19048e1e|jurist|male|writer|1871-1891|Central Europe
13424|urn:uuid:cc106022-bc0a-4f66-9ecf-1db3c2ef988a|jurist|male|politician|1891-1911|Central Europe
13425|urn:uuid:67e49b58-7a31-48fd-8eae-4bbf9155a024|jurist|male|politician|1891-1911|Central Europe
13426|urn:uuid:59d73763-3c32-4bee-8300-6e8378311bd4|jurist|male|politician|1851-1871|Central Europe
13427|urn:uuid:1f0cb137-33e6-42c6-8c1b-49319b7acd5f|jurist|male|politician|1851-1871|Central Europe
13428|urn:uuid:acb0d748-2c4c-4c32-ad1a-b7d878102fbf|jurist|male|writer|1851-1871|Central Europe
13429|urn:uuid:afba912a-dbf3-411d-b9a2-713534f4e5c0|jurist|male|politician|1811-1831|Central Europe
13430|urn:uuid:afba912a-dbf3-411d-b9a2-713534f4e5c0|jurist|male|scientist|1811-1831|Central Europe
13431|urn:uuid:afba912a-dbf3-411d-b9a2-713534f4e5c0|jurist|male|media person|1811-1831|Central Europe
13432|urn:uuid:8b18152c-4f48-4bb9-9496-1d398845e3ed|jurist|male|politician|1871-1891|Central Europe
13433|urn:uuid:8f4bcfb9-441f-41c5-82e8-bc490d60c923|jurist|male|politician|1851-1871|Central Europe
13434|urn:uuid:07999075-1e23-427e-8723-ba3931668024|jurist|male|politician|1851-1871|Central Europe
13435|urn:uuid:b439c517-40d7-4636-b3df-e01ea2526938|jurist|male|politician|1891-1911|Central Europe
13436|urn:uuid:e69b0411-1cae-49fe-9552-6470fcdc9efb|jurist|male|politician|1871-1891|Central Europe
13437|urn:uuid:e69b0411-1cae-49fe-9552-6470fcdc9efb|jurist|male|scientist|1871-1891|Central Europe
13438|urn:uuid:65d0cba5-a465-4e57-8284-b364360f8393|jurist|male|politician|1851-1871|Central Europe
13439|urn:uuid:65d0cba5-a465-4e57-8284-b364360f8393|jurist|male|media person|1851-1871|Central Europe
13440|urn:uuid:65d0cba5-a465-4e57-8284-b364360f8393|jurist|male|writer|1851-1871|Central Europe
13441|urn:uuid:3302f277-7cb5-4d95-a579-789483a19d3c|economist|male|politician|1851-1871|Central Europe
13442|urn:uuid:3302f277-7cb5-4d95-a579-789483a19d3c|economist|male|scientist|1851-1871|Central Europe
13443|urn:uuid:13881500-6967-46be-898d-4283b9db54a4|economist|male|scientist|1851-1871|Central Europe
13444|urn:uuid:5e48ce18-6e68-45d4-a46e-bcb659727544|jurist|male|writer|1851-1871|Central Europe
13445|urn:uuid:c68d92de-756c-42b2-847f-12cb07a909d9|economist|male|politician|1851-1871|Central Europe
13446|urn:uuid:c68d92de-756c-42b2-847f-12cb07a909d9|economist|male|media person|1851-1871|Central Europe
13447|urn:uuid:c68d92de-756c-42b2-847f-12cb07a909d9|economist|male|scientist|1851-1871|Central Europe
13448|urn:uuid:b8a24f4d-403d-4629-8f35-69710074fbd4|jurist|male|politician|1851-1871|Central Europe
13449|urn:uuid:b8a24f4d-403d-4629-8f35-69710074fbd4|jurist|male|scientist|1851-1871|Central Europe
13450|urn:uuid:78f7dab4-a190-4379-af04-692252cff2b9|economist|male|teacher|1891-1911|Central Europe
13451|urn:uuid:6c16e247-df11-4cdc-aad4-18df6f46ec3a|jurist|male|scientist|1871-1891|Central Europe
13452|urn:uuid:3047609a-ee32-40d2-8c37-ca7c13cb4fe4|economist|male|scientist|1851-1871|Central Europe
13454|urn:uuid:3047609a-ee32-40d2-8c37-ca7c13cb4fe4|economist|male|other|1851-1871|Central Europe
13455|urn:uuid:ad081f69-fa0d-4c1e-bffb-0cdcadc40049|jurist|male|politician|1831-1851|Central Europe
13456|urn:uuid:ad081f69-fa0d-4c1e-bffb-0cdcadc40049|jurist|male|writer|1831-1851|Central Europe
13457|urn:uuid:47c7723c-3255-4418-ba2c-10412463832c|jurist|male|politician|1871-1891|Central Europe
13458|urn:uuid:df98c79b-2721-4792-b729-3a27a9c2c915|economist|male|scientist|1831-1851|Central Europe
13459|urn:uuid:df98c79b-2721-4792-b729-3a27a9c2c915|economist|male|scientist|1831-1851|Western Europe
13462|urn:uuid:51fab6d9-8058-441f-8428-331a03986fef|jurist|male|politician|1871-1891|Central Europe
13463|urn:uuid:ae5612c3-b58b-4f1f-aea5-4bdb7e434eb7|jurist|male|politician|1871-1891|Central Europe
13464|urn:uuid:b877d77f-1520-4c9c-9241-f61fe58e7eed|jurist|male|politician|1851-1871|Central Europe
13465|urn:uuid:b91dacd8-6490-4c72-a009-f0899ea87c32|economist|male|politician|1871-1891|Central Europe
13466|urn:uuid:622af296-c9d3-4a19-9000-d299087b14dc|jurist|male|politician|1851-1871|Central Europe
13467|urn:uuid:01b4acb1-d247-4c64-8c08-e7c616d59517|jurist|male|politician|1871-1891|Central Europe
13468|urn:uuid:70551ebf-7324-4d4a-9eb6-58af2d2971e6|jurist|male|politician|1851-1871|Central Europe
13469|urn:uuid:b487937b-f2ab-4c06-94e4-06e6ae359507|jurist|male|politician|1891-1911|Central Europe
13470|urn:uuid:26bb884e-3a29-42a3-92ad-998e5f772edc|jurist|male|scientist|1871-1891|Central Europe
13471|urn:uuid:228846f9-f025-4e42-8b15-ccbf71eb2d21|jurist|male|politician|1871-1891|Central Europe
13472|urn:uuid:5990620c-4fb1-4f26-bafd-1674ad42ae6c|economist|male|scientist|1871-1891|Central Europe
13473|urn:uuid:5990620c-4fb1-4f26-bafd-1674ad42ae6c|economist|male|writer|1871-1891|Central Europe
13474|urn:uuid:0e8ed546-521a-438e-bf94-19efa1fe51c3|jurist|male|politician|1871-1891|Central Europe
13475|urn:uuid:71236f02-07cc-4424-8508-4238b89b2cf0|jurist|male|politician|1891-1911|Central Europe
13476|urn:uuid:70d35e81-0bc9-403c-8284-74bb0ef08f04|jurist|male|politician|1851-1871|Central Europe
13477|urn:uuid:2eab0816-9e37-420f-ae81-80706c9129fa|economist|male|scientist|1851-1871|Central Europe
13479|urn:uuid:6ca5b29b-8827-425b-898e-783333ff3086|economist|male|politician|1871-1891|Central Europe
13480|urn:uuid:6ca5b29b-8827-425b-898e-783333ff3086|economist|male|scientist|1871-1891|Central Europe
13481|urn:uuid:6ca5b29b-8827-425b-898e-783333ff3086|economist|male|other|1871-1891|Central Europe
13482|urn:uuid:6a6a2459-1281-48a6-9f03-3cdcd8c074a0|jurist|male|politician|1871-1891|Central Europe
13483|urn:uuid:a7f00bdd-afe8-4524-a802-fa6b87037717|jurist|male|athlete|1911-1931|Central Europe
13484|urn:uuid:2d8fa502-9d60-43e4-8fde-f9025d030562|jurist|male|politician|1891-1911|Central Europe
13485|urn:uuid:2d8fa502-9d60-43e4-8fde-f9025d030562|jurist|male|other|1891-1911|Central Europe
13486|urn:uuid:ad14012b-a6ed-48e0-9631-3c6a335532d7|economist|male|politician|1911-1931|Scandinavia
13487|urn:uuid:011878cb-4e68-48e4-90ef-d8aa1b7593b3|jurist|male|politician|1831-1851|Scandinavia
13488|urn:uuid:011878cb-4e68-48e4-90ef-d8aa1b7593b3|jurist|male|other|1831-1851|Scandinavia
13489|urn:uuid:ab5c76fd-4466-400b-8219-9623b47cc269|jurist|male|politician|1811-1831|Scandinavia
13490|urn:uuid:9693de19-083f-47c8-b4e6-9f2c8a96f670|jurist|male|other|1871-1891|Scandinavia
13491|urn:uuid:07bb249d-859a-4989-8347-56e276b9df39|economist|male|politician|1931-1951|Scandinavia
13492|urn:uuid:07bb249d-859a-4989-8347-56e276b9df39|economist|male|writer|1931-1951|Scandinavia
13493|urn:uuid:4b6645a4-b74f-48eb-b403-dd4e8a809926|jurist|male|politician|1811-1831|Scandinavia
13494|urn:uuid:a19b11f1-6e79-43af-b070-52649b99def8|jurist|male|businessperson|1931-1951|Scandinavia
13495|urn:uuid:a7e74d3f-d6c6-4509-8fc6-60bd8d126955|economist|male|businessperson|1911-1931|Scandinavia
13496|urn:uuid:51766fc1-b57b-4739-8de7-add33e56f86d|jurist|female|writer|1931-1951|Scandinavia
13497|urn:uuid:8333e221-1bb7-4e30-80b6-7af984d542a3|jurist|male|politician|1771-1791|Scandinavia
13498|urn:uuid:7d3d143c-bb6a-4b99-b275-c7059545bbda|jurist|male|politician|1831-1851|Scandinavia
13499|urn:uuid:db1b89a2-0ae3-4277-8c61-8ad604ca8ccd|jurist|male|politician|1931-1951|Scandinavia
13500|urn:uuid:52ec0d39-0f1e-4665-9779-da2138b725df|jurist|male|politician|1831-1851|Scandinavia
13501|urn:uuid:cafd65c3-c72f-42f1-b3d4-e4c90f872adc|jurist|male|businessperson|1931-1951|Scandinavia
13502|urn:uuid:cafd65c3-c72f-42f1-b3d4-e4c90f872adc|jurist|male|scientist|1931-1951|Scandinavia
13503|urn:uuid:fb17483f-4da5-473f-868e-9369ab7b62f0|jurist|male|scientist|1911-1931|Scandinavia
13504|urn:uuid:fb17483f-4da5-473f-868e-9369ab7b62f0|jurist|male|teacher|1911-1931|Scandinavia
13505|urn:uuid:66c591b4-26d9-47fc-aa6d-75f1ac4902b1|economist|male|businessperson|1931-1951|Scandinavia
13506|urn:uuid:333e5b3a-2f92-4a01-b77c-8d361fa09c67|economist|male|politician|1931-1951|Scandinavia
13507|urn:uuid:333e5b3a-2f92-4a01-b77c-8d361fa09c67|economist|male|businessperson|1931-1951|Scandinavia
13508|urn:uuid:333e5b3a-2f92-4a01-b77c-8d361fa09c67|economist|male|teacher|1931-1951|Scandinavia
13509|urn:uuid:28d2bb56-40a0-404a-a505-92d53c96b611|jurist|female|writer|1931-1951|Scandinavia
13510|urn:uuid:7dad7975-d729-471b-a640-18c4906dddcb|jurist|male|politician|1871-1891|Scandinavia
13511|urn:uuid:f3d056a3-6b8a-4e68-b66e-f5df2403372c|economist|male|businessperson|1931-1951|Scandinavia
13512|urn:uuid:7e76c59c-6192-4ea2-ba3a-c8b09f0089e5|jurist|male|politician|1851-1871|Scandinavia
13513|urn:uuid:e89c0ecd-7af4-4861-acb5-68cbcdb68b3b|jurist|male|businessperson|1931-1951|Scandinavia
13514|urn:uuid:9329b7bb-2885-41e0-95f8-f80a474505b8|jurist|male|businessperson|1911-1931|Scandinavia
13515|urn:uuid:349e0692-2f88-42c7-85f4-5b3b6a7fc6a0|jurist|male|writer|1891-1911|Scandinavia
13516|urn:uuid:349e0692-2f88-42c7-85f4-5b3b6a7fc6a0|jurist|male|scientist|1891-1911|Scandinavia
13517|urn:uuid:989664aa-8eba-4776-bb0a-568da91b9d88|jurist|male|writer|1891-1911|Scandinavia
13518|urn:uuid:989664aa-8eba-4776-bb0a-568da91b9d88|jurist|male|scientist|1891-1911|Scandinavia
13520|urn:uuid:4fdad3ca-07ed-40e7-89c2-54af349f8cfd|jurist|male|politician|1871-1891|Scandinavia
13521|urn:uuid:912d02f0-d41c-4074-a90a-6d9c62d50340|jurist|male|politician|1911-1931|Scandinavia
13522|urn:uuid:912d02f0-d41c-4074-a90a-6d9c62d50340|jurist|male|scientist|1911-1931|Scandinavia
13523|urn:uuid:410e17bc-4443-4d4c-bedd-3dbb32d2d028|economist|male|scientist|1871-1891|Scandinavia
13525|urn:uuid:44cdaa09-d431-44f9-9e87-44525a806929|jurist|male|scientist|1931-1951|Scandinavia
13526|urn:uuid:1d6a3090-4181-4e82-b772-a4440298a8f0|jurist|male|other|1811-1831|Scandinavia
13527|urn:uuid:1b150540-5271-4973-8c33-9eea9b28e5a6|jurist|male|scientist|1911-1931|Scandinavia
13528|urn:uuid:1b150540-5271-4973-8c33-9eea9b28e5a6|jurist|male|politician|1911-1931|Scandinavia
13529|urn:uuid:ffa68c5d-b6b1-407f-a4dd-0e3162505461|jurist|male|politician|1791-1811|Scandinavia
13530|urn:uuid:ffa68c5d-b6b1-407f-a4dd-0e3162505461|jurist|male|politician|1791-1811|Central Europe
13531|urn:uuid:bbb546ee-3b2d-4eb2-8eb3-104c8e160058|economist|male|scientist|1931-1951|Scandinavia
13532|urn:uuid:7536c660-d821-4c02-80ea-cb19830ea3f8|jurist|male|politician|1811-1831|Scandinavia
13533|urn:uuid:7536c660-d821-4c02-80ea-cb19830ea3f8|jurist|male|media person|1811-1831|Scandinavia
13534|urn:uuid:7536c660-d821-4c02-80ea-cb19830ea3f8|jurist|male|writer|1811-1831|Scandinavia
13535|urn:uuid:f05be49f-97f3-413e-a15e-846db93f01e1|jurist|male|politician|1851-1871|Scandinavia
13536|urn:uuid:ff90f9bb-0296-4b13-a86a-94f5b438a3c1|jurist|male|politician|1831-1851|Scandinavia
13537|urn:uuid:ff90f9bb-0296-4b13-a86a-94f5b438a3c1|jurist|male|other|1831-1851|Scandinavia
13538|urn:uuid:87adcb8f-07ca-4317-a82a-8b18932b33ac|economist|male|politician|1831-1851|Scandinavia
13539|urn:uuid:cf7e8f6a-e9f3-4eb4-ba77-d32342563270|economist|female|politician|1931-1951|Scandinavia
13540|urn:uuid:37baa40d-b550-48f4-b66c-fdd5bd2f9cbf|economist|male|politician|1931-1951|Scandinavia
13541|urn:uuid:bb67c0f9-5a53-4efd-a285-1bbe1f31848b|jurist|male|politician|1911-1931|Scandinavia
13542|urn:uuid:7d6142c9-8448-4dc3-90f6-a69b6eee9d21|jurist|male|politician|1891-1911|Scandinavia
13543|urn:uuid:1e323502-ca03-4394-bc94-a87ab1332417|jurist|male|politician|1791-1811|Scandinavia
13544|urn:uuid:1e323502-ca03-4394-bc94-a87ab1332417|jurist|male|other|1791-1811|Scandinavia
13545|urn:uuid:1e323502-ca03-4394-bc94-a87ab1332417|jurist|male|writer|1791-1811|Scandinavia
13546|urn:uuid:cb56acea-70e6-4424-b0c7-64b5daf45028|jurist|male|scientist|1851-1871|Scandinavia
13547|urn:uuid:cb56acea-70e6-4424-b0c7-64b5daf45028|jurist|male|writer|1851-1871|Scandinavia
13548|urn:uuid:235da484-b320-4659-bb58-4b6f62afaa83|jurist|male|politician|1851-1871|Scandinavia
13549|urn:uuid:235da484-b320-4659-bb58-4b6f62afaa83|jurist|male|other|1851-1871|Scandinavia
13550|urn:uuid:1d366024-1ece-40bf-9c87-7d25eb4a4a38|economist|male|writer|1871-1891|Scandinavia
13551|urn:uuid:1d366024-1ece-40bf-9c87-7d25eb4a4a38|economist|male|other_occupation|1871-1891|Scandinavia
13552|urn:uuid:634ae764-0c63-4799-81dc-592d8a3dd350|jurist|female|politician|1911-1931|Scandinavia
13553|urn:uuid:58a9f6ef-821a-4db2-bdc7-74008133f419|economist|male|politician|1911-1931|Scandinavia
13554|urn:uuid:95fe9fd6-0852-4ec4-9d35-a4fc3a23869b|economist|male|scientist|1851-1871|Scandinavia
13555|urn:uuid:8c574020-80a1-4405-8024-27701f032658|jurist|male|politician|1771-1791|Scandinavia
13556|urn:uuid:8c574020-80a1-4405-8024-27701f032658|jurist|male|writer|1771-1791|Scandinavia
13557|urn:uuid:9b1c5701-4ef4-400f-b825-d7d6a68597ce|economist|female|scientist|1931-1951|Scandinavia
13558|urn:uuid:24b37f0e-99e4-4042-bc61-73fc2aae2047|economist|female|businessperson|1931-1951|Scandinavia
13559|urn:uuid:34513415-9729-40a6-97c0-b4c56326a500|jurist|female|politician|1911-1931|Scandinavia
13560|urn:uuid:22e315e4-40a9-4b57-bf4a-e058e789e21c|jurist|male|politician|1771-1791|Scandinavia
13561|urn:uuid:0a69c163-3844-4445-954c-d247aeda62f9|jurist|female|politician|1911-1931|Scandinavia
13562|urn:uuid:f82497bc-14d8-4ce3-b332-0f70f9b84f02|jurist|female|politician|1871-1891|Scandinavia
13563|urn:uuid:41d82b90-cf8a-4fe6-b303-325fa465e52a|jurist|male|politician|1911-1931|Scandinavia
13564|urn:uuid:16a31914-3f94-475b-9cf7-9d0ba2d8cf46|jurist|male|politician|1831-1851|Scandinavia
13565|urn:uuid:16a31914-3f94-475b-9cf7-9d0ba2d8cf46|jurist|male|other|1831-1851|Scandinavia
13566|urn:uuid:c4d01d03-df15-4ced-8fc2-f7e27a1fcba5|jurist|male|writer|1891-1911|Scandinavia
13567|urn:uuid:694fa12e-d010-4b65-bf1b-5eb23eb9abe4|jurist|female|politician|1871-1891|Scandinavia
13568|urn:uuid:3eaec662-91c4-4e9c-b047-7476502099c1|jurist|male|politician|1831-1851|Scandinavia
13569|urn:uuid:fcb12df8-1927-4849-bedb-81142f8b1c7a|jurist|male|politician|1931-1951|Scandinavia
13570|urn:uuid:fcb12df8-1927-4849-bedb-81142f8b1c7a|jurist|male|media person|1931-1951|Scandinavia
13571|urn:uuid:fcb12df8-1927-4849-bedb-81142f8b1c7a|jurist|male|writer|1931-1951|Scandinavia
13572|urn:uuid:9047d606-e427-4019-964c-a7c9f7b4ae18|jurist|male|politician|1791-1811|Scandinavia
13573|urn:uuid:9047d606-e427-4019-964c-a7c9f7b4ae18|jurist|male|scientist|1791-1811|Scandinavia
13574|urn:uuid:856d31f0-f883-4aea-9742-45d1ef4384f6|economist|male|politician|1911-1931|Scandinavia
13575|urn:uuid:792f24c6-f6bf-46b0-b9d3-cc38d5131f4f|jurist|male|politician|1891-1911|Scandinavia
13576|urn:uuid:792f24c6-f6bf-46b0-b9d3-cc38d5131f4f|jurist|male|writer|1891-1911|Scandinavia
13577|urn:uuid:c44e99f9-519e-4e25-bb9c-ab788dbf1059|jurist|female|scientist|1931-1951|Scandinavia
13578|urn:uuid:04c8beb2-c341-417f-b5e5-72828bf146f8|jurist|female|activist|1871-1891|Scandinavia
13579|urn:uuid:4559447f-4013-4e63-a008-a632be918340|economist|male|businessperson|1851-1871|Scandinavia
13580|urn:uuid:4559447f-4013-4e63-a008-a632be918340|economist|male|scientist|1851-1871|Scandinavia
13581|urn:uuid:2134806c-09b8-45bf-9694-3003f050fe41|economist|male|scientist|1931-1951|Scandinavia
13582|urn:uuid:67c661f5-3976-4fa4-aa03-bd6dc9982840|economist|male|politician|1911-1931|Scandinavia
13583|urn:uuid:67c661f5-3976-4fa4-aa03-bd6dc9982840|economist|male|scientist|1911-1931|Scandinavia
13584|urn:uuid:62150a7b-d441-4785-92ed-d2996d25f3ed|economist|male|scientist|1931-1951|Scandinavia
13585|urn:uuid:0e3074dd-33fd-45a6-92a6-a099192fa856|jurist|male|politician|1891-1911|Scandinavia
13586|urn:uuid:990f101c-570d-4427-9703-40de2af84d43|economist|male|scientist|1931-1951|Scandinavia
13589|urn:uuid:cb578619-5d0e-4d82-8680-609e0c3737c5|jurist|male|politician|1791-1811|Scandinavia
13590|urn:uuid:c42c769d-7133-4327-ba31-52c57f545272|jurist|male|politician|1831-1851|Scandinavia
13591|urn:uuid:566e3cfb-0154-4390-a7cf-6423ba654528|economist|female|writer|1891-1911|Scandinavia
13592|urn:uuid:4028819c-32f7-4a56-b39e-4ac2c0195cd0|jurist|male|politician|1931-1951|Scandinavia
13593|urn:uuid:4028819c-32f7-4a56-b39e-4ac2c0195cd0|jurist|male|scientist|1931-1951|Scandinavia
13594|urn:uuid:2362c06c-d4a0-4819-a786-0cb84577315f|jurist|male|media person|1811-1831|Central Europe
13595|urn:uuid:400c2e2d-0e24-405b-81ed-2779d12ae5b7|jurist|male|scientist|1831-1851|Central Europe
13596|urn:uuid:1becc94e-e874-46db-824b-b076b4aa3a9d|jurist|male|politician|1871-1891|Central Europe
13597|urn:uuid:ddb5c381-67e5-4d08-8805-4c8b52eaa8b2|jurist|male|politician|1831-1851|Central Europe
13598|urn:uuid:51e2d748-210e-4396-9f19-1436fca9b933|jurist|male|politician|1851-1871|Central Europe
13599|urn:uuid:51e2d748-210e-4396-9f19-1436fca9b933|jurist|male|other|1851-1871|Central Europe
13600|urn:uuid:919db164-8729-42cd-8d94-19f26e062cd3|jurist|male|politician|1811-1831|Central Europe
13601|urn:uuid:540a5be0-e7c5-4ae0-b77c-0b4d097ddcef|jurist|male|politician|1891-1911|Central Europe
13602|urn:uuid:23bce841-9324-4804-a262-bac28a22fdc2|jurist|male|politician|1851-1871|Central Europe
13603|urn:uuid:23bce841-9324-4804-a262-bac28a22fdc2|jurist|male|politician|1851-1871|Southeastern Europe
13604|urn:uuid:23bce841-9324-4804-a262-bac28a22fdc2|jurist|male|writer|1851-1871|Central Europe
13605|urn:uuid:23bce841-9324-4804-a262-bac28a22fdc2|jurist|male|writer|1851-1871|Southeastern Europe
13606|urn:uuid:ce584f2f-4760-47c9-ba58-103edf2fc698|jurist|male|politician|1871-1891|Central Europe
13607|urn:uuid:a21b6f3f-954e-4d67-8b07-b4e052c5c9fc|jurist|male|writer|1831-1851|Central Europe
13608|urn:uuid:8e5a8968-2e28-46d3-8cf5-30e77ea072bb|economist|male|scientist|1891-1911|Central Europe
13610|urn:uuid:644093a4-a1c2-4c61-96af-48164958b779|jurist|male|politician|1831-1851|Central Europe
13611|urn:uuid:644093a4-a1c2-4c61-96af-48164958b779|jurist|male|other|1831-1851|Central Europe
13612|urn:uuid:eec9c964-ec5c-4ccb-ad25-ee69f0494562|jurist|male|scientist|1871-1891|Central Europe
13613|urn:uuid:556b2a18-6e33-466e-922b-74f254f48153|jurist|male|media person|1871-1891|Central Europe
13614|urn:uuid:556b2a18-6e33-466e-922b-74f254f48153|jurist|male|scientist|1871-1891|Central Europe
13615|urn:uuid:e7360668-914a-4de8-9b73-e508eb9f9265|jurist|male|media person|1831-1851|Central Europe
13616|urn:uuid:e7360668-914a-4de8-9b73-e508eb9f9265|jurist|male|other|1831-1851|Central Europe
13617|urn:uuid:250ae36d-b358-498f-859d-d0280cd9b69b|jurist|male|media person|1851-1871|Central Europe
13618|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|politician|1831-1851|Central Europe
13619|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|politician|1831-1851|Southeastern Europe
13620|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|media person|1831-1851|Central Europe
13621|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|media person|1831-1851|Southeastern Europe
13622|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|other|1831-1851|Central Europe
13623|urn:uuid:b755623d-04e4-45cd-85a1-bc14d1353a6c|economist|male|other|1831-1851|Southeastern Europe
13624|urn:uuid:f833f782-cf6d-43d5-b794-b7a3a73c296e|jurist|male|writer|1871-1891|Central Europe
13625|urn:uuid:3a6ca56e-5ceb-4448-9533-ffac56ed0fa1|jurist|male|politician|1891-1911|Central Europe
