|type|gender|occupation|generation|continent
35768|jurist|male|writer|1931-1951|North Am.
35769|jurist|male|politician|1931-1951|North Am.
35770|jurist|male|writer|1931-1951|North Am.
35772|economist|male|politician|1931-1951|North Am.
35773|economist|male|media person|1931-1951|North Am.
35774|economist|male|writer|1931-1951|North Am.
35775|jurist|male|politician|1811-1831|North Am.
35776|jurist|male|politician|1911-1931|North Am.
35777|jurist|male|scientist|1891-1911|North Am.
35778|jurist|male|scientist|1891-1911|North Am.
35779|jurist|male|politician|1911-1931|North Am.
35780|jurist|male|politician|1911-1931|North Am.
35781|economist|male|writer|1911-1931|North Am.
35784|jurist|male|politician|1911-1931|North Am.
35787|jurist|male|politician|1911-1931|North Am.
35795|jurist|female|politician|1951-1971|North Am.
35796|jurist|male|politician|1851-1871|North Am.
35797|jurist|male|writer|1851-1871|North Am.
35798|jurist|male|media person|1871-1891|North Am.
35799|jurist|male|writer|1871-1891|North Am.
35800|jurist|male|politician|1871-1891|North Am.
35801|jurist|male|politician|1811-1831|North Am.
35802|jurist|male|other_occupation|1811-1831|North Am.
35808|jurist|male|scientist|1911-1931|North Am.
35809|jurist|male|writer|1911-1931|North Am.
35810|jurist|male|writer|1911-1931|North Am.
35811|jurist|male|writer|1911-1931|Central Am.
35812|jurist|male|politician|1871-1891|North Am.
35813|jurist|male|media person|1871-1891|North Am.
35814|jurist|male|writer|1871-1891|North Am.
35817|jurist|male|politician|1931-1951|North Am.
35819|jurist|male|politician|1931-1951|North Am.
35820|jurist|male|politician|1911-1931|North Am.
35825|jurist|male|politician|1911-1931|North Am.
35828|jurist|male|politician|1891-1911|North Am.
35830|jurist|male|politician|1911-1931|North Am.
35831|jurist|male|writer|1911-1931|North Am.
35834|jurist|male|politician|1911-1931|North Am.
35835|jurist|male|teacher|1911-1931|North Am.
35841|jurist|male|politician|1891-1911|North Am.
35842|jurist|male|writer|1931-1951|North Am.
35843|economist|male|politician|1931-1951|North Am.
35844|economist|male|media person|1931-1951|North Am.
35845|economist|male|writer|1931-1951|North Am.
35847|jurist|male|politician|1931-1951|North Am.
35848|jurist|male|politician|1931-1951|North Am.
35851|jurist|male|other_occupation|1871-1891|North Am.
35852|jurist|male|writer|1891-1911|North Am.
35853|economist|male|politician|1931-1951|North Am.
35855|jurist|male|politician|1931-1951|North Am.
35857|jurist|male|politician|1931-1951|North Am.
35858|jurist|male|writer|1831-1851|North Am.
35859|jurist|male|writer|1831-1851|South Am.
35860|jurist|male|writer|1931-1951|North Am.
35861|jurist|male|politician|1931-1951|North Am.
35862|jurist|male|teacher|1931-1951|North Am.
35863|jurist|male|other_occupation|1931-1951|North Am.
35864|jurist|male|politician|1931-1951|North Am.
35865|economist|male|politician|1931-1951|North Am.
35867|jurist|male|politician|1931-1951|North Am.
35870|jurist|male|politician|1931-1951|North Am.
35871|jurist|male|politician|1911-1931|North Am.
35873|jurist|male|politician|1911-1931|North Am.
35874|jurist|male|writer|1891-1911|North Am.
35875|jurist|male|politician|1891-1911|North Am.
35876|jurist|male|politician|1911-1931|North Am.
35880|jurist|male|politician|1891-1911|North Am.
35881|jurist|male|politician|1931-1951|North Am.
35883|economist|male|politician|1931-1951|North Am.
35885|jurist/economist|male|politician|1931-1951|North Am.
35889|jurist|male|politician|1911-1931|North Am.
35890|jurist|male|writer|1891-1911|North Am.
35893|jurist|male|politician|1931-1951|North Am.
35894|jurist|male|politician|1811-1831|North Am.
35895|jurist|male|politician|1871-1891|North Am.
35896|jurist|male|media person|1871-1891|North Am.
35897|economist|male|politician|1891-1911|North Am.
35899|jurist|female|politician|1931-1951|North Am.
35900|jurist|male|politician|1891-1911|North Am.
35901|jurist|male|scientist|1891-1911|North Am.
35902|jurist|male|scientist|1891-1911|North Am.
35903|jurist|male|other_occupation|1891-1911|North Am.
35904|jurist|male|politician|1931-1951|North Am.
35909|jurist|male|politician|1811-1831|North Am.
35910|jurist|male|media person|1891-1911|North Am.
35911|jurist|male|scientist|1891-1911|North Am.
35912|jurist|male|politician|1771-1791|North Am.
35913|jurist|male|scientist|1771-1791|North Am.
35920|jurist|male|scientist|1931-1951|North Am.
35921|jurist|male|politician|1931-1951|North Am.
35923|economist|male|politician|1931-1951|North Am.
35924|economist|male|scientist|1931-1951|North Am.
35925|economist|male|scientist|1931-1951|North Am.
35926|economist|male|scientist|1931-1951|South Am.
35927|economist|male|scientist|1931-1951|South Am.
35928|jurist|male|politician|1871-1891|North Am.
35929|jurist|male|media person|1871-1891|North Am.
35930|jurist|male|writer|1871-1891|North Am.
35931|jurist|male|scientist|1871-1891|North Am.
35932|economist|male|politician|1931-1951|North Am.
35938|jurist|male|politician|1831-1851|North Am.
35939|jurist|male|other_occupation|1831-1851|North Am.
35940|jurist|male|media person|1911-1931|North Am.
35941|economist|female|politician|1931-1951|North Am.
35942|jurist|male|politician|1871-1891|North Am.
35943|jurist|male|media person|1871-1891|North Am.
35944|jurist|male|writer|1871-1891|North Am.
35946|jurist|male|politician|1931-1951|North Am.
35947|economist|male|politician|1931-1951|North Am.
35948|economist|male|scientist|1931-1951|North Am.
35949|jurist|female|scientist|1931-1951|North Am.
35950|jurist|female|other_occupation|1931-1951|North Am.
35951|jurist|male|politician|1911-1931|North Am.
35952|economist|male|politician|1931-1951|North Am.
35953|economist|male|politician|1931-1951|North Am.
35954|jurist|male|politician|1911-1931|North Am.
35955|economist|male|politician|1931-1951|North Am.
35956|jurist|male|politician|1891-1911|North Am.
35963|jurist|male|politician|1871-1891|Asia
35964|jurist|male|politician|1891-1911|Asia
35965|jurist|male|scientist|1931-1951|Asia
35966|jurist|male|politician|1931-1951|Asia
35967|jurist|male|politician|1911-1931|Asia
35968|economist|male|scientist|1871-1891|Asia
35969|jurist|male|writer|1871-1891|Asia
35970|jurist|male|scientist|1871-1891|Asia
35971|jurist|male|teacher|1871-1891|Asia
35972|economist|male|writer|1911-1931|Asia
35973|economist|male|other_occupation|1911-1931|Asia
35975|jurist|male|politician|1871-1891|Asia
35976|economist|male|scientist|1931-1951|Asia
35977|economist|male|writer|1931-1951|Asia
35978|economist|male|scientist|1931-1951|Asia
35979|jurist|male|politician|1931-1951|Asia
35980|jurist|male|politician|1911-1931|Asia
35981|jurist|male|politician|1911-1931|Central Am.
35985|jurist/economist|male|politician|1911-1931|Asia
35986|economist|male|politician|1931-1951|Asia
35987|economist|male|other_occupation|1931-1951|Asia
35990|jurist|male|politician|1891-1911|Asia
35991|jurist|female|politician|1911-1931|Asia
35992|jurist|male|politician|1931-1951|Asia
35993|jurist|male|politician|1891-1911|Asia
35994|jurist|male|writer|1871-1891|Asia
35995|jurist/economist|male|politician|1871-1891|Asia
35996|jurist/economist|male|media person|1871-1891|Asia
36003|jurist|male|politician|1891-1911|Asia
36004|jurist|male|other_occupation|1891-1911|Asia
36005|jurist|male|scientist|1891-1911|Asia
36006|jurist|male|politician|1891-1911|Asia
36007|jurist|male|athlete|1891-1911|Asia
36008|jurist|male|politician|1931-1951|Asia
36010|economist|male|media person|1911-1931|Asia
36011|jurist|male|politician|1951-1971|Asia
36012|jurist|male|politician|1911-1931|Asia
36014|jurist|male|writer|1931-1951|Asia
36016|jurist|male|politician|1931-1951|Asia
36018|jurist|male|politician|1871-1891|Asia
36019|economist|male|scientist|1931-1951|Asia
36020|economist|male|scientist|1911-1931|Asia
36023|jurist|male|politician|1911-1931|Asia
36024|jurist|male|writer|1911-1931|Asia
36025|economist|male|writer|1911-1931|Asia
36026|economist|male|businessperson|1911-1931|Asia
36027|economist|male|scientist|1931-1951|Asia
36030|jurist|male|politician|1851-1871|Asia
36032|jurist|male|media person|1891-1911|Asia
36033|jurist/economist|male|politician|1891-1911|Asia
36034|jurist/economist|male|media person|1891-1911|Asia
36035|jurist/economist|male|teacher|1891-1911|Asia
36036|jurist/economist|male|writer|1891-1911|Asia
36037|jurist/economist|male|scientist|1891-1911|Asia
36038|jurist/economist|male|other_occupation|1891-1911|Asia
36039|jurist/economist|male|scientist|1891-1911|Asia
36040|jurist/economist|male|scientist|1891-1911|Asia
36041|jurist/economist|male|other_occupation|1891-1911|Asia
36042|jurist/economist|male|other_occupation|1891-1911|Asia
36047|jurist|male|politician|1911-1931|Asia
36048|jurist|male|writer|1891-1911|Asia
36050|jurist|female|writer|1851-1871|Asia
36053|jurist|male|politician|1891-1911|Asia
36054|jurist|male|politician|1871-1891|Asia
36055|jurist|male|media person|1871-1891|Asia
36056|jurist|male|writer|1871-1891|Asia
36057|jurist|male|politician|1871-1891|Asia
36058|jurist|male|other_occupation|1871-1891|Asia
36059|jurist|male|other_occupation|1951-1971|Asia
36060|economist|male|politician|1891-1911|Asia
36061|jurist|male|writer|1911-1931|Asia
36062|jurist|male|politician|1911-1931|Asia
36063|jurist|male|writer|1911-1931|Asia
36064|jurist|male|politician|1911-1931|Asia
36065|jurist/economist|male|politician|1871-1891|Asia
36066|jurist/economist|male|writer|1871-1891|Asia
36067|jurist|male|writer|1871-1891|Asia
36068|jurist|male|politician|1871-1891|Asia
36069|jurist|male|politician|1891-1911|Asia
36070|jurist|male|writer|1891-1911|Asia
36071|jurist|male|writer|1891-1911|Asia
36072|jurist|male|scientist|1891-1911|Asia
36073|jurist|male|other_occupation|1891-1911|Asia
36075|economist|male|politician|1891-1911|Asia
36076|economist|male|scientist|1891-1911|Asia
36077|jurist|male|politician|1891-1911|Asia
36078|jurist|male|politician|1911-1931|Asia
36079|economist|male|other_occupation|1931-1951|Asia
36080|jurist|male|politician|1911-1931|Asia
36081|jurist|male|politician|1891-1911|Asia
36082|jurist|male|scientist|1891-1911|Asia
36083|jurist|male|politician|1871-1891|Asia
36084|jurist|male|businessperson|1871-1891|Asia
36085|jurist|male|politician|1911-1931|Asia
36089|jurist|male|politician|1911-1931|Asia
36090|economist|male|politician|1931-1951|Asia
36091|economist|male|writer|1931-1951|Asia
36093|economist|male|politician|1931-1951|Asia
36094|economist|male|businessperson|1931-1951|Asia
36095|economist|male|politician|1891-1911|Asia
36096|jurist|male|politician|1911-1931|Asia
36097|jurist|male|writer|1911-1931|Asia
36098|jurist|male|politician|1931-1951|Asia
36099|jurist|male|politician|1891-1911|Asia
36101|jurist|male|politician|1871-1891|Asia
36103|jurist|male|politician|1891-1911|Asia
36104|jurist|male|politician|1931-1951|Asia
36105|jurist|male|writer|1931-1951|Asia
36106|economist|male|other_occupation|1931-1951|Asia
36107|jurist|male|politician|1911-1931|Asia
36108|economist|male|politician|1891-1911|Asia
36109|jurist|male|politician|1931-1951|Asia
36110|jurist|male|politician|1931-1951|Asia
36111|jurist|male|politician|1931-1951|Europe
36112|economist|male|other_occupation|1931-1951|Asia
36113|economist|male|scientist|1931-1951|Asia
36114|economist|male|other_occupation|1931-1951|Asia
36115|jurist|male|politician|1871-1891|Asia
36116|jurist|male|writer|1871-1891|Asia
36117|jurist|male|other_occupation|1871-1891|Asia
36118|jurist|male|scientist|1871-1891|Asia
36119|jurist|male|other_occupation|1871-1891|Asia
36120|jurist|male|other_occupation|1871-1891|Asia
36121|jurist|male|politician|1871-1891|Asia
36122|jurist|male|writer|1871-1891|Asia
36123|jurist|male|writer|1911-1931|Asia
36124|jurist|male|politician|1871-1891|Asia
36125|jurist|male|politician|1891-1911|Asia
36126|jurist|male|politician|1891-1911|Asia
36127|jurist|male|media person|1911-1931|Asia
36128|jurist|male|writer|1911-1931|Asia
36129|jurist|male|scientist|1911-1931|Asia
36130|jurist|male|scientist|1871-1891|Asia
36131|jurist|male|politician|1851-1871|Asia
36132|jurist|male|writer|1851-1871|Asia
36133|economist|male|politician|1911-1931|Asia
36134|jurist|female|politician|1931-1951|Asia
36135|jurist|female|other_occupation|1931-1951|Asia
36136|jurist|female|other_occupation|1931-1951|Asia
36137|jurist|male|politician|1911-1931|Asia
36138|jurist|male|writer|1911-1931|Asia
36139|jurist|male|politician|1871-1891|Asia
36140|economist|male|politician|1931-1951|Asia
36141|economist|male|scientist|1931-1951|Asia
36142|economist|male|writer|1931-1951|Asia
36145|economist|male|politician|1931-1951|Asia
36146|economist|male|politician|1911-1931|Asia
36147|economist|male|writer|1911-1931|Asia
36148|jurist|male|politician|1911-1931|Asia
36151|jurist/economist|male|politician|1911-1931|Asia
36152|jurist/economist|male|writer|1911-1931|Asia
36153|jurist|male|politician|1911-1931|Asia
36154|jurist|male|other_occupation|1911-1931|Asia
36155|jurist|male|politician|1831-1851|Asia
36156|economist|male|writer|1871-1891|Asia
36157|economist|male|scientist|1871-1891|Asia
36158|economist|male|scientist|1871-1891|Asia
36159|economist|male|other_occupation|1871-1891|Asia
36161|economist|male|politician|1931-1951|Asia
36162|economist|male|politician|1931-1951|Asia
36163|economist|male|writer|1931-1951|Asia
36164|jurist|male|politician|1891-1911|Asia
36165|jurist|male|writer|1851-1871|Asia
36166|jurist|male|other_occupation|1851-1871|Asia
36170|jurist|male|politician|1891-1911|Asia
36171|jurist|male|other_occupation|1891-1911|Asia
36172|jurist|male|politician|1891-1911|Asia
36173|economist|male|writer|1931-1951|Asia
36174|economist|male|politician|1891-1911|Asia
36175|economist|male|writer|1891-1911|Asia
36176|jurist|male|politician|1911-1931|Asia
36177|jurist|male|politician|1911-1931|Asia
36178|jurist|male|politician|1891-1911|Asia
36179|jurist|male|politician|1911-1931|Asia
36180|jurist|male|politician|1891-1911|Asia
36182|economist|male|scientist|1891-1911|Asia
36183|economist|male|scientist|1891-1911|Asia
36184|jurist|male|writer|1911-1931|Asia
36185|jurist|male|writer|1871-1891|Asia
36186|jurist|male|other_occupation|1871-1891|Asia
36188|jurist|male|politician|1891-1911|Asia
36190|economist|male|other_occupation|1911-1931|Asia
36191|economist|male|businessperson|1911-1931|Asia
36192|economist|male|politician|1911-1931|Asia
36194|jurist|male|politician|1931-1951|Asia
36197|jurist|male|politician|1931-1951|Asia
36201|jurist|male|politician|1891-1911|Asia
36202|jurist|male|politician|1871-1891|Asia
36203|jurist|male|politician|1931-1951|Asia
36204|economist|male|politician|1871-1891|Asia
36205|jurist|male|politician|1891-1911|Asia
36206|jurist|male|writer|1891-1911|Asia
36207|jurist|male|politician|1911-1931|Asia
36208|jurist|male|politician|1891-1911|Asia
36209|jurist|male|politician|1931-1951|Asia
36210|jurist|male|politician|1911-1931|Asia
36211|economist|male|writer|1911-1931|Asia
36212|jurist|male|politician|1911-1931|Asia
36213|jurist|male|politician|1891-1911|Asia
36214|jurist|male|politician|1891-1911|Asia
36217|jurist|male|politician|1911-1931|Asia
36220|jurist|male|politician|1871-1891|Asia
36222|jurist|male|politician|1911-1931|Asia
36223|jurist|male|politician|1911-1931|Asia
36224|jurist|male|politician|1911-1931|Asia
36225|jurist|male|politician|1891-1911|Asia
36226|jurist|male|politician|1931-1951|Asia
